quarter_key,year,quarter,region_ar,city,property_type,sales_transactions,market_value,avg_price_m2,property_category_ar
2018Q3,2018,3,منطقة مكة المكرمة,Jeddah,Residential,7,11350000.0,2954.957997,قطعة أرض-سكنى
2019Q2,2019,2,منطقة مكة المكرمة,Jeddah,Residential,1,240000.0,,قطعة أرض-سكنى
2018Q3,2018,3,منطقة الرياض,Riyadh,Residential,62,26715123.94,683.529923,قطعة أرض-سكنى
2021Q3,2021,3,منطقة الرياض,Riyadh,Residential,85,48167252.43,1001.154055,قطعة أرض-سكنى
2020Q4,2020,4,منطقة الرياض,Riyadh,Residential,118,42036861.0,828.162483,قطعة أرض-سكنى
2020Q1,2020,1,منطقة الرياض,Riyadh,Residential,110,67250441.38,935.382147,قطعة أرض-سكنى
2023Q3,2023,3,منطقة الرياض,Riyadh,Residential,237,104545977.18,1135.171951,قطعة أرض-سكنى
2022Q4,2022,4,منطقة الرياض,Riyadh,Residential,47,30027146.0,1360.015791,قطعة أرض-سكنى
2022Q1,2022,1,منطقة الرياض,Riyadh,Residential,95,63273318.65,1076.686758,قطعة أرض-سكنى
2020Q2,2020,2,منطقة الرياض,Riyadh,Residential,67,249246945.0,3535.849798,قطعة أرض-سكنى
2019Q3,2019,3,منطقة الرياض,Riyadh,Residential,65,159065720.24,2714.095696,قطعة أرض-سكنى
2018Q4,2018,4,منطقة الرياض,Riyadh,Residential,58,96242623.48,2356.534046,قطعة أرض-سكنى
2018Q1,2018,1,منطقة الرياض,Riyadh,Residential,41,78190280.27,2850.453103,قطعة أرض-سكنى
2019Q2,2019,2,منطقة الرياض,Riyadh,Residential,52,137881293.72,2561.014644,قطعة أرض-سكنى
2018Q3,2018,3,منطقة الرياض,Riyadh,Residential,35,71958544.31,2174.171797,قطعة أرض-سكنى
2023Q1,2023,1,منطقة الرياض,Riyadh,Residential,19,89346583.13,7647.067644,قطعة أرض-سكنى
2018Q2,2018,2,منطقة الرياض,Riyadh,Residential,39,20535386.0,1153.282787,قطعة أرض-سكنى
2021Q2,2021,2,منطقة الرياض,Riyadh,Residential,43,29513895.79,1625.47839,قطعة أرض-سكنى
2020Q3,2020,3,منطقة الرياض,Riyadh,Residential,28,13883859.96,1140.238353,قطعة أرض-سكنى
2019Q4,2019,4,منطقة الرياض,Riyadh,Residential,43,21959683.97,1327.471024,قطعة أرض-سكنى
2019Q1,2019,1,منطقة الرياض,Riyadh,Residential,71,43620339.66,1136.980229,قطعة أرض-سكنى
2023Q1,2023,1,منطقة المدينة المنورة,Madinah,Residential,21,15230801.49,1289.65533,قطعة أرض-سكنى
2023Q1,2023,1,منطقة المدينة المنورة,Madinah,Residential,7,3749500.0,1328.574738,قطعة أرض-سكنى
2019Q3,2019,3,منطقة المدينة المنورة,Madinah,Residential,2,2805250.0,,قطعة أرض-سكنى
2023Q1,2023,1,منطقة المدينة المنورة,Madinah,Residential,6,9616349.0,6433.543568,قطعة أرض-سكنى
2022Q4,2022,4,منطقة المدينة المنورة,Madinah,Commercial,9,20800136.0,2436.313187,قطعة أرض-تجارى
2023Q3,2023,3,منطقة المدينة المنورة,Madinah,Residential,35,13526267.0,632.469485,قطعة أرض-سكنى
2022Q4,2022,4,منطقة المدينة المنورة,Madinah,Residential,63,28999097.4,794.231056,قطعة أرض-سكنى
2019Q3,2019,3,منطقة المدينة المنورة,Madinah,Residential,1,500000.0,,قطعة أرض-سكنى
2020Q2,2020,2,منطقة مكة المكرمة,Jeddah,Residential,66,43088302.0,743.811811,قطعة أرض-سكنى
2019Q3,2019,3,منطقة مكة المكرمة,Jeddah,Residential,79,44565673.08,669.180132,قطعة أرض-سكنى
2018Q4,2018,4,منطقة مكة المكرمة,Jeddah,Residential,73,30316500.0,466.61268,قطعة أرض-سكنى
2018Q1,2018,1,منطقة مكة المكرمة,Jeddah,Residential,44,15748884.68,416.157272,قطعة أرض-سكنى
2018Q2,2018,2,منطقة مكة المكرمة,Jeddah,Residential,26,16824804.0,454.583807,قطعة أرض-سكنى
2021Q2,2021,2,منطقة مكة المكرمة,Jeddah,Residential,115,105538355.56,1049.945822,قطعة أرض-سكنى
2020Q3,2020,3,منطقة مكة المكرمة,Jeddah,Residential,78,46442417.26,718.854535,قطعة أرض-سكنى
2019Q4,2019,4,منطقة مكة المكرمة,Jeddah,Residential,41,23967087.52,637.16922,قطعة أرض-سكنى
2019Q1,2019,1,منطقة مكة المكرمة,Jeddah,Residential,75,32166999.0,569.607021,قطعة أرض-سكنى
2018Q2,2018,2,منطقة مكة المكرمة,Jeddah,Residential,22,18314994.5,1308.095003,قطعة أرض-سكنى
2020Q2,2020,2,منطقة الرياض,Riyadh,Residential,26,45779575.0,2190.43806,قطعة أرض-سكنى
2019Q3,2019,3,منطقة الرياض,Riyadh,Residential,26,31373753.32,2238.206414,قطعة أرض-سكنى
2018Q4,2018,4,منطقة الرياض,Riyadh,Residential,19,21436902.01,2324.032656,قطعة أرض-سكنى
2018Q1,2018,1,منطقة الرياض,Riyadh,Residential,19,18958715.0,1759.693596,قطعة أرض-سكنى
2018Q2,2018,2,منطقة الرياض,Riyadh,Residential,59,27210492.24,718.092276,قطعة أرض-سكنى
2018Q4,2018,4,منطقة المدينة المنورة,Madinah,Residential,2,690000.0,,قطعة أرض-سكنى
2018Q1,2018,1,منطقة المدينة المنورة,Madinah,Residential,2,1290000.0,,قطعة أرض-سكنى
2023Q3,2023,3,منطقة المدينة المنورة,Madinah,Residential,11,10273973.77,1960.683546,قطعة أرض-سكنى
2022Q4,2022,4,منطقة المدينة المنورة,Madinah,Residential,20,11073344.0,803.847795,قطعة أرض-سكنى
2023Q3,2023,3,منطقة مكة المكرمة,Makkah,Commercial,1,2000000.0,,قطعة أرض-تجارى
2022Q2,2022,2,منطقة مكة المكرمة,Makkah,Residential,7,8715000.0,1438.255246,قطعة أرض-سكنى
2023Q1,2023,1,منطقة مكة المكرمة,Makkah,Residential,4,5150142.0,,قطعة أرض-سكنى
2023Q2,2023,2,منطقة مكة المكرمة,Makkah,Commercial,24,48197874.49,3255.334227,قطعة أرض-تجارى
2019Q3,2019,3,منطقة مكة المكرمة,Makkah,Commercial,1,11000000.0,,قطعة أرض-تجارى
2022Q3,2022,3,منطقة مكة المكرمة,Makkah,Commercial,27,46440073.5,2862.358779,قطعة أرض-تجارى
2018Q1,2018,1,منطقة مكة المكرمة,Makkah,Commercial,2,2009495.0,,قطعة أرض-تجارى
2021Q1,2021,1,منطقة مكة المكرمة,Makkah,Commercial,2,3147011.0,,قطعة أرض-تجارى
2023Q2,2023,2,منطقة مكة المكرمة,Makkah,Residential,14,7731746.87,882.803687,قطعة أرض-سكنى
2022Q3,2022,3,منطقة مكة المكرمة,Makkah,Residential,22,16330261.88,825.458184,قطعة أرض-سكنى
2021Q4,2021,4,منطقة مكة المكرمة,Makkah,Residential,1,200000.0,,قطعة أرض-سكنى
2021Q1,2021,1,منطقة مكة المكرمة,Makkah,Residential,4,16105000.0,,قطعة أرض-سكنى
2023Q2,2023,2,منطقة مكة المكرمة,Makkah,Residential,1,800000.0,,قطعة أرض-سكنى
2018Q2,2018,2,منطقة مكة المكرمة,Makkah,Residential,1,1158000.0,,قطعة أرض-سكنى
2018Q2,2018,2,منطقة مكة المكرمة,Jeddah,Residential,7,11381250.0,1094.081658,قطعة أرض-سكنى
2021Q2,2021,2,منطقة مكة المكرمة,Jeddah,Residential,67,76230246.87,1949.446392,قطعة أرض-سكنى
2020Q3,2020,3,منطقة مكة المكرمة,Jeddah,Residential,54,50139440.12,604.760967,قطعة أرض-سكنى
2019Q4,2019,4,منطقة مكة المكرمة,Jeddah,Residential,57,46559920.02,1087.097231,قطعة أرض-سكنى
2019Q1,2019,1,منطقة مكة المكرمة,Jeddah,Residential,59,58909697.61,944.638421,قطعة أرض-سكنى
2018Q2,2018,2,منطقة مكة المكرمة,Jeddah,Residential,1,500000.0,,قطعة أرض-سكنى
2023Q2,2023,2,منطقة الرياض,Riyadh,Residential,12,11509212.72,6403.475544,شقة
2022Q3,2022,3,منطقة الرياض,Riyadh,Residential,7,7595291.42,7813.155466,شقة
2021Q4,2021,4,منطقة الرياض,Riyadh,Residential,194,184446481.0,7267.885695,شقة
2021Q1,2021,1,منطقة الرياض,Riyadh,Residential,52,32109610.07,5107.598081,شقة
2018Q2,2018,2,منطقة الرياض,Riyadh,Residential,7,4183705.0,3852.567654,شقة
2021Q2,2021,2,منطقة الرياض,Riyadh,Residential,7,3894567.39,4737.183646,شقة
2020Q3,2020,3,منطقة الرياض,Riyadh,Residential,73,43988836.0,4783.95456,شقة
2019Q4,2019,4,منطقة الرياض,Riyadh,Residential,41,23301914.0,4347.147202,شقة
2022Q3,2022,3,منطقة الرياض,Riyadh,Residential,2,939010.0,,شقة
2021Q4,2021,4,منطقة الرياض,Riyadh,Residential,1,739000.0,,شقة
2023Q1,2023,1,منطقة الرياض,Riyadh,Residential,6,3521009.0,7648.540248,شقة
2020Q4,2020,4,منطقة مكة المكرمة,Jeddah,Residential,1,500000.0,,شقة
2020Q1,2020,1,منطقة مكة المكرمة,Jeddah,Residential,1,492720.0,,شقة
2020Q2,2020,2,منطقة مكة المكرمة,Jeddah,Residential,1,500000.0,,شقة
2023Q3,2023,3,منطقة مكة المكرمة,Jeddah,Residential,88,53747336.7,4182.522983,شقة
2022Q4,2022,4,منطقة مكة المكرمة,Jeddah,Residential,79,59315563.0,4424.431767,شقة
2022Q1,2022,1,منطقة مكة المكرمة,Jeddah,Residential,36,24286729.16,3980.611105,شقة
2019Q1,2019,1,منطقة الرياض,Riyadh,Residential,15,5765826.59,3217.659454,شقة
2023Q1,2023,1,منطقة الرياض,Riyadh,Residential,9,5923803.49,4052.547117,شقة
2022Q2,2022,2,منطقة الرياض,Riyadh,Residential,9,9455233.0,6801.570748,شقة
2021Q3,2021,3,منطقة الرياض,Riyadh,Residential,46,37859385.9,5951.618386,شقة
2020Q4,2020,4,منطقة الرياض,Riyadh,Residential,31,19375907.0,5079.847433,شقة
2020Q1,2020,1,منطقة الرياض,Riyadh,Residential,10,6183397.0,4887.44784,شقة
2023Q1,2023,1,منطقة الرياض,Riyadh,Residential,12,10907543.64,6464.996432,شقة
2019Q2,2019,2,منطقة الرياض,Riyadh,Residential,12,6205000.66,3863.870822,شقة
2018Q3,2018,3,منطقة الرياض,Riyadh,Residential,29,16831343.61,3891.603146,شقة
2023Q3,2023,3,منطقة الرياض,Riyadh,Residential,76,85069844.46,7863.590317,شقة
2022Q4,2022,4,منطقة الرياض,Riyadh,Residential,52,51443230.75,7633.873328,شقة
2022Q1,2022,1,منطقة الرياض,Riyadh,Residential,185,121003019.41,4055.169264,شقة
2020Q2,2020,2,منطقة الرياض,Riyadh,Residential,83,56552849.48,4728.278041,شقة
2019Q3,2019,3,منطقة الرياض,Riyadh,Residential,15,7639915.0,3991.877461,شقة
2018Q4,2018,4,منطقة الرياض,Riyadh,Residential,11,6086514.61,3969.534408,شقة
2018Q1,2018,1,منطقة الرياض,Riyadh,Residential,7,3698774.76,3485.158152,شقة
2023Q3,2023,3,منطقة الرياض,Riyadh,Residential,10,11729000.0,8479.578589,شقة
2022Q4,2022,4,منطقة الرياض,Riyadh,Residential,4,3000000.0,,شقة
2022Q1,2022,1,منطقة الرياض,Riyadh,Residential,27,26419698.0,7171.09517,شقة
2019Q2,2019,2,منطقة الرياض,Riyadh,Residential,122,66855513.7,3838.862658,شقة
2018Q3,2018,3,منطقة الرياض,Riyadh,Residential,35,19451489.31,3510.474411,شقة
2023Q2,2023,2,المنطقة الشرقية,Dammam,Residential,4,6206355.95,,فيلا
2022Q3,2022,3,المنطقة الشرقية,Dammam,Residential,4,6800000.0,,فيلا
2021Q1,2021,1,المنطقة الشرقية,Dammam,Residential,3,5380953.0,,فيلا
2019Q2,2019,2,المنطقة الشرقية,Dammam,Residential,3,23485695.0,,فيلا
2018Q3,2018,3,المنطقة الشرقية,Dammam,Residential,1,2500000.0,,فيلا
2023Q2,2023,2,منطقة الرياض,Riyadh,Residential,26,17280509.0,3692.337116,شقة
2022Q3,2022,3,منطقة الرياض,Riyadh,Residential,15,9422837.0,3844.599271,شقة
2022Q2,2022,2,منطقة الرياض,Riyadh,Residential,41,43177247.53,6906.526707,شقة
2021Q3,2021,3,منطقة الرياض,Riyadh,Residential,275,175409614.0,4401.811847,شقة
2020Q4,2020,4,منطقة الرياض,Riyadh,Residential,21,12887716.89,4271.763338,شقة
2020Q1,2020,1,منطقة الرياض,Riyadh,Residential,137,76558287.0,3964.376087,شقة
2020Q2,2020,2,منطقة مكة المكرمة,Jeddah,Residential,39,12371149.8,2279.793503,شقة
2019Q3,2019,3,منطقة مكة المكرمة,Jeddah,Residential,37,21413046.31,3803.751042,شقة
2018Q4,2018,4,منطقة مكة المكرمة,Jeddah,Residential,36,14638203.73,3651.136505,شقة
2020Q2,2020,2,منطقة مكة المكرمة,Jeddah,Residential,1,650000.0,,شقة
2023Q2,2023,2,منطقة مكة المكرمة,Jeddah,Residential,47,34896497.0,4011.203941,شقة
2022Q3,2022,3,منطقة مكة المكرمة,Jeddah,Residential,78,57002709.86,4350.772943,شقة
2021Q4,2021,4,منطقة مكة المكرمة,Jeddah,Residential,36,19005413.35,3648.889881,شقة
2021Q1,2021,1,منطقة مكة المكرمة,Jeddah,Residential,59,28156981.78,4057.38655,شقة
2021Q2,2021,2,منطقة مكة المكرمة,Jeddah,Residential,26,12088582.8,3728.323257,شقة
2020Q3,2020,3,منطقة مكة المكرمة,Jeddah,Residential,39,17804132.88,3868.751511,شقة
2019Q4,2019,4,منطقة مكة المكرمة,Jeddah,Residential,26,12375400.81,3967.699647,شقة
2022Q2,2022,2,المنطقة الشرقية,Dammam,Residential,5,11975000.0,,فيلا
2021Q3,2021,3,المنطقة الشرقية,Dammam,Residential,2,2900000.0,,فيلا
2020Q4,2020,4,المنطقة الشرقية,Dammam,Residential,1,1500000.0,,فيلا
2020Q1,2020,1,المنطقة الشرقية,Dammam,Residential,1,1594008.0,,فيلا
2018Q2,2018,2,المنطقة الشرقية,Dammam,Residential,4,4780794.0,,فيلا
2021Q2,2021,2,منطقة الرياض,Riyadh,Residential,36,23174263.0,3113.012379,شقة
2019Q4,2019,4,منطقة الرياض,Riyadh,Residential,6,3939675.53,3122.061185,شقة
2019Q1,2019,1,منطقة الرياض,Riyadh,Residential,2,1234164.0,,شقة
2022Q2,2022,2,منطقة الرياض,Riyadh,Residential,6,4462000.0,5421.729054,شقة
2021Q3,2021,3,منطقة الرياض,Riyadh,Residential,25,9741636.0,3847.350492,شقة
2020Q4,2020,4,منطقة الرياض,Riyadh,Residential,5,2690110.0,,شقة
2020Q1,2020,1,منطقة الرياض,Riyadh,Residential,2,817000.0,,شقة
2021Q4,2021,4,منطقة الرياض,Riyadh,Residential,1,305000.0,,شقة
2023Q2,2023,2,منطقة الرياض,Riyadh,Residential,77,53186859.74,4017.517755,شقة
2021Q3,2021,3,منطقة الرياض,Riyadh,Residential,14,10387000.0,4887.090214,شقة
2020Q4,2020,4,منطقة الرياض,Riyadh,Residential,1,500000.0,,شقة
2020Q1,2020,1,منطقة الرياض,Riyadh,Residential,4,1427921.0,,شقة
2020Q2,2020,2,منطقة الرياض,Riyadh,Residential,4,1260000.0,,شقة
2019Q3,2019,3,منطقة الرياض,Riyadh,Residential,3,1326500.0,,شقة
2018Q1,2018,1,منطقة الرياض,Riyadh,Residential,5,2172078.0,,شقة
2022Q2,2022,2,منطقة الرياض,Riyadh,Residential,14,8553777.0,4124.483926,شقة
2023Q3,2023,3,منطقة الرياض,Riyadh,Residential,27,16992620.85,3975.405895,شقة
2022Q4,2022,4,منطقة الرياض,Riyadh,Residential,8,5355207.0,4018.403435,شقة
2022Q3,2022,3,منطقة الرياض,Riyadh,Residential,301,213487782.49,3676.649791,شقة
2021Q4,2021,4,منطقة الرياض,Riyadh,Residential,148,93343483.5,3164.68052,شقة
2021Q1,2021,1,منطقة الرياض,Riyadh,Residential,16,11146430.0,3092.872819,شقة
2020Q2,2020,2,منطقة الرياض,Riyadh,Residential,6,1740107.0,1738.993238,شقة
2019Q3,2019,3,منطقة الرياض,Riyadh,Residential,14,3717489.0,1629.465226,شقة
2021Q2,2021,2,منطقة الرياض,Riyadh,Residential,3,2070000.0,,شقة
2019Q4,2019,4,منطقة الرياض,Riyadh,Residential,3,1277016.0,,شقة
2022Q4,2022,4,منطقة الرياض,Riyadh,Residential,13,15367000.0,8646.926536,شقة
2019Q1,2019,1,منطقة الرياض,Riyadh,Residential,2,855000.0,,شقة
2022Q1,2022,1,منطقة الرياض,Riyadh,Residential,6,3815000.0,3671.088746,شقة
2019Q2,2019,2,المنطقة الشرقية,Dammam,Residential,1,2132902.0,,فيلا
2018Q3,2018,3,المنطقة الشرقية,Dammam,Residential,3,2731000.2,,فيلا
2019Q1,2019,1,المنطقة الشرقية,Dammam,Residential,1,3100000.0,,فيلا
2020Q2,2020,2,المنطقة الشرقية,Dammam,Residential,1,755000.0,,فيلا
2019Q3,2019,3,المنطقة الشرقية,Dammam,Residential,3,5765032.0,,فيلا
2018Q4,2018,4,المنطقة الشرقية,Dammam,Residential,1,466787.0,,فيلا
2018Q1,2018,1,المنطقة الشرقية,Dammam,Residential,2,8461675.0,,فيلا
2022Q4,2022,4,المنطقة الشرقية,Dammam,Residential,1,1500000.0,,فيلا
2022Q1,2022,1,المنطقة الشرقية,Dammam,Residential,2,4283545.77,,فيلا
2020Q2,2020,2,منطقة الرياض,Riyadh,Residential,115,66055146.0,4163.756689,شقة
2023Q2,2023,2,منطقة الرياض,Riyadh,Residential,70,76143176.76,7851.549659,شقة
2019Q3,2019,3,منطقة الرياض,Riyadh,Residential,48,25865147.64,3833.380084,شقة
2022Q3,2022,3,منطقة الرياض,Riyadh,Residential,42,40636582.0,7489.590185,شقة
2018Q4,2018,4,منطقة الرياض,Riyadh,Residential,66,33845196.74,3677.114952,شقة
2021Q4,2021,4,منطقة الرياض,Riyadh,Residential,86,55725862.36,4258.40307,شقة
2018Q1,2018,1,منطقة الرياض,Riyadh,Residential,31,17811278.0,3264.69242,شقة
2021Q1,2021,1,منطقة الرياض,Riyadh,Residential,41,26243181.84,4605.691138,شقة
2022Q2,2022,2,منطقة الرياض,Riyadh,Residential,221,156051025.87,3520.121478,شقة
2021Q3,2021,3,منطقة الرياض,Riyadh,Residential,68,43609629.45,3149.354685,شقة
2020Q4,2020,4,منطقة الرياض,Riyadh,Residential,10,5505353.0,3306.863825,شقة
2020Q1,2020,1,منطقة الرياض,Riyadh,Residential,2,1443300.0,,شقة
2023Q1,2023,1,منطقة الرياض,Riyadh,Residential,131,90169735.44,3827.57089,شقة
2023Q2,2023,2,منطقة الرياض,Riyadh,Residential,13,11790000.0,6482.641873,شقة
2022Q3,2022,3,منطقة الرياض,Riyadh,Residential,23,20253100.43,6008.974181,شقة
2021Q4,2021,4,منطقة الرياض,Riyadh,Residential,39,18680117.0,3151.243247,شقة
2021Q1,2021,1,منطقة الرياض,Riyadh,Residential,12,5215625.0,2040.391665,شقة
2018Q2,2018,2,منطقة الرياض,Riyadh,Residential,4,2303275.0,,شقة
2020Q2,2020,2,منطقة الرياض,Riyadh,Residential,9,20183100.0,6870.439456,فيلا
2019Q3,2019,3,منطقة الرياض,Riyadh,Residential,3,5300000.0,,فيلا
2018Q4,2018,4,منطقة الرياض,Riyadh,Residential,1,2930446.0,,فيلا
2018Q1,2018,1,منطقة الرياض,Riyadh,Residential,4,9147716.0,,فيلا
2018Q2,2018,2,منطقة الرياض,Riyadh,Residential,2,3500000.0,,فيلا
2021Q2,2021,2,منطقة الرياض,Riyadh,Residential,8,22570000.0,7624.113475,فيلا
2020Q3,2020,3,منطقة الرياض,Riyadh,Residential,8,18666625.0,6346.666666,فيلا
2019Q4,2019,4,منطقة الرياض,Riyadh,Residential,8,18284826.36,6115.28822,فيلا
2019Q1,2019,1,منطقة الرياض,Riyadh,Residential,3,6196166.69,,فيلا
2019Q1,2019,1,منطقة مكة المكرمة,Jeddah,Residential,32,13180997.49,3311.29206,شقة
2023Q3,2023,3,منطقة مكة المكرمة,Jeddah,Residential,3,2377500.0,,شقة
2018Q2,2018,2,منطقة مكة المكرمة,Jeddah,Residential,22,9776111.0,3703.019269,شقة
2021Q2,2021,2,منطقة الرياض,Riyadh,Residential,163,103608981.26,4277.64837,شقة
2020Q3,2020,3,منطقة الرياض,Riyadh,Residential,54,31787996.48,4214.33851,شقة
2019Q4,2019,4,منطقة الرياض,Riyadh,Residential,158,100316840.67,3980.010105,شقة
2019Q1,2019,1,منطقة الرياض,Riyadh,Residential,76,40941432.78,3697.357423,شقة
2018Q2,2018,2,منطقة الرياض,Riyadh,Residential,29,13749803.2,3465.529058,شقة
2023Q1,2023,1,منطقة الرياض,Riyadh,Residential,1,3000000.0,,فيلا
2023Q2,2023,2,منطقة الرياض,Riyadh,Residential,3,5130000.0,,فيلا
2022Q3,2022,3,منطقة الرياض,Riyadh,Residential,6,16817580.35,8997.895956,فيلا
2021Q4,2021,4,منطقة الرياض,Riyadh,Residential,5,14400000.0,,فيلا
2021Q1,2021,1,منطقة الرياض,Riyadh,Residential,14,32119000.0,6629.017899,فيلا
2021Q3,2021,3,منطقة الرياض,Riyadh,Residential,1,100000.0,,عمارة
2018Q2,2018,2,منطقة الرياض,Riyadh,Residential,2,2209096.0,,فيلا
2021Q2,2021,2,منطقة الرياض,Riyadh,Residential,2,2131251.0,,فيلا
2023Q3,2023,3,منطقة الرياض,Riyadh,Residential,1,1875000.0,,فيلا
2022Q4,2022,4,منطقة الرياض,Riyadh,Residential,2,4900000.0,,فيلا
2022Q1,2022,1,منطقة الرياض,Riyadh,Residential,1,1000000.0,,فيلا
2023Q2,2023,2,منطقة الرياض,Riyadh,Residential,1,1600000.0,,فيلا
2021Q1,2021,1,منطقة الرياض,Riyadh,Residential,2,1151000.0,,فيلا
2019Q2,2019,2,منطقة الرياض,Riyadh,Residential,1,477525.11,,شقة
2023Q1,2023,1,منطقة الرياض,Riyadh,Residential,46,47378509.89,7369.211841,شقة
2020Q2,2020,2,منطقة الرياض,Riyadh,Residential,88,169135982.3,6019.861147,فيلا
2019Q3,2019,3,منطقة الرياض,Riyadh,Residential,24,35241751.84,5608.447671,فيلا
2018Q4,2018,4,منطقة الرياض,Riyadh,Residential,24,36340053.32,5081.793439,فيلا
2018Q1,2018,1,منطقة الرياض,Riyadh,Residential,12,14005000.0,4853.677486,فيلا
2019Q3,2019,3,منطقة الرياض,Riyadh,Residential,3,2100000.0,,فيلا
2018Q4,2018,4,منطقة الرياض,Riyadh,Residential,1,1000000.0,,فيلا
2019Q2,2019,2,منطقة الرياض,Riyadh,Residential,1,2300000.0,,فيلا
2022Q2,2022,2,منطقة الرياض,Riyadh,Residential,7,17950000.0,9314.743399,فيلا
2018Q3,2018,3,منطقة الرياض,Riyadh,Residential,3,5466349.4,,فيلا
2021Q3,2021,3,منطقة الرياض,Riyadh,Residential,6,11569194.63,4940.384615,فيلا
2020Q4,2020,4,منطقة الرياض,Riyadh,Residential,15,29942336.01,6337.152886,فيلا
2020Q1,2020,1,منطقة الرياض,Riyadh,Residential,4,9200000.0,,فيلا
2021Q3,2021,3,منطقة الرياض,Riyadh,Residential,2,3030000.0,,فيلا
2023Q3,2023,3,منطقة الرياض,Riyadh,Residential,86,55906308.97,3829.148102,شقة
2022Q4,2022,4,منطقة الرياض,Riyadh,Residential,171,118012285.0,3860.896528,شقة
2022Q1,2022,1,منطقة الرياض,Riyadh,Residential,140,95113622.0,3340.88378,شقة
2019Q2,2019,2,منطقة الرياض,Riyadh,Residential,10,2175652.0,1649.595875,شقة
2023Q1,2023,1,منطقة الرياض,Riyadh,Residential,38,34869256.04,5936.9022,شقة
2023Q2,2023,2,منطقة الرياض,Riyadh,Residential,4,14250000.0,,فيلا
2022Q3,2022,3,منطقة الرياض,Riyadh,Residential,4,15232920.0,,فيلا
2021Q4,2021,4,منطقة الرياض,Riyadh,Residential,8,37520000.0,5674.486803,فيلا
2021Q1,2021,1,منطقة الرياض,Riyadh,Residential,4,13674000.0,,فيلا
2023Q1,2023,1,منطقة الرياض,Riyadh,Residential,6,22480000.0,11586.953192,فيلا
2023Q3,2023,3,منطقة الرياض,Riyadh,Residential,16,84745275.29,10402.170078,فيلا
2022Q4,2022,4,منطقة الرياض,Riyadh,Residential,10,17186900.0,8972.644376,فيلا
2021Q2,2021,2,المنطقة الشرقية,Dammam,Residential,5,8725000.0,,فيلا
2020Q3,2020,3,المنطقة الشرقية,Dammam,Residential,3,5072431.0,,فيلا
2019Q4,2019,4,المنطقة الشرقية,Dammam,Residential,5,8344149.15,,فيلا
2019Q1,2019,1,المنطقة الشرقية,Dammam,Residential,2,1740000.0,,فيلا
2023Q2,2023,2,منطقة مكة المكرمة,Jeddah,Residential,51,63201088.25,3591.387594,فيلا
2022Q3,2022,3,منطقة مكة المكرمة,Jeddah,Residential,94,134685292.16,3604.136094,فيلا
2021Q4,2021,4,منطقة مكة المكرمة,Jeddah,Residential,135,170519163.47,2725.570641,فيلا
2021Q1,2021,1,منطقة مكة المكرمة,Jeddah,Residential,163,206925516.49,2137.050653,فيلا
2021Q2,2021,2,منطقة مكة المكرمة,Jeddah,Residential,2,4500000.0,,فيلا
2019Q1,2019,1,منطقة مكة المكرمة,Jeddah,Residential,1,3300000.0,,فيلا
2023Q2,2023,2,منطقة مكة المكرمة,Jeddah,Residential,7,13624727.05,4171.098952,فيلا
2022Q3,2022,3,منطقة مكة المكرمة,Jeddah,Residential,17,17996792.26,2347.799287,فيلا
2021Q4,2021,4,منطقة مكة المكرمة,Jeddah,Residential,11,15151162.55,2838.799842,فيلا
2021Q1,2021,1,منطقة مكة المكرمة,Jeddah,Residential,14,24307613.75,3475.367131,فيلا
2022Q1,2022,1,منطقة الرياض,Riyadh,Residential,31,92602576.0,6813.382863,فيلا
2018Q2,2018,2,منطقة الرياض,Riyadh,Residential,8,13133557.5,4881.101376,فيلا
2023Q3,2023,3,منطقة الرياض,Riyadh,Residential,6,82478477.0,8422.823297,فيلا
2022Q4,2022,4,منطقة الرياض,Riyadh,Residential,5,16480000.0,,فيلا
2019Q2,2019,2,المنطقة الشرقية,Dammam,Residential,1,276500.0,,شقة
2023Q2,2023,2,المنطقة الشرقية,Dammam,Residential,11,4728924.0,3097.894787,شقة
2022Q3,2022,3,المنطقة الشرقية,Dammam,Residential,2,1050000.0,,شقة
2023Q2,2023,2,المنطقة الشرقية,Dammam,Residential,40,22477225.0,3436.274541,شقة
2022Q3,2022,3,المنطقة الشرقية,Dammam,Residential,2,1220000.0,,شقة
2021Q4,2021,4,المنطقة الشرقية,Dammam,Residential,6,2721029.8,2796.878819,شقة
2021Q1,2021,1,المنطقة الشرقية,Dammam,Residential,12,4045225.0,2329.619447,شقة
2021Q3,2021,3,المنطقة الشرقية,Dammam,Residential,1,230000.0,,شقة
2023Q1,2023,1,المنطقة الشرقية,Dammam,Residential,1,400000.0,,شقة
2022Q2,2022,2,المنطقة الشرقية,Dammam,Residential,13,3143000.01,1673.358602,شقة
2021Q3,2021,3,المنطقة الشرقية,Dammam,Residential,4,1391847.0,,شقة
2020Q4,2020,4,المنطقة الشرقية,Dammam,Residential,1,504000.0,,شقة
2019Q2,2019,2,منطقة مكة المكرمة,Jeddah,Residential,2,1720633.43,,شقة
2022Q2,2022,2,منطقة مكة المكرمة,Jeddah,Residential,7,5203492.0,4458.611996,شقة
2018Q3,2018,3,منطقة مكة المكرمة,Jeddah,Residential,2,775000.0,,شقة
2021Q3,2021,3,منطقة مكة المكرمة,Jeddah,Residential,5,3199000.0,,شقة
2020Q4,2020,4,منطقة مكة المكرمة,Jeddah,Residential,7,3717272.7,4411.292157,شقة
